facility_name,facility_id,state,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date,footnote,risk_band,condition
BRONSON SOUTH HAVEN HOSPITAL,230085,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
BRONSON SOUTH HAVEN HOSPITAL,230085,MI,READM-30-HF-HRRP,0.9484,16.9499,17.872,,,2020-07-01,2023-06-30,,Low,Heart Failure
BRONSON SOUTH HAVEN HOSPITAL,230085,MI,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
BRONSON SOUTH HAVEN HOSPITAL,230085,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
BRONSON SOUTH HAVEN HOSPITAL,230085,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-PN-HRRP,1.0872,19.1012,17.5696,247.0,53.0,2020-07-01,2023-06-30,,High,Pneumonia
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-HIP-KNEE-HRRP,1.178,6.937,5.8888,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-HF-HRRP,1.1199,22.865,20.4162,454.0,112.0,2020-07-01,2023-06-30,,High,Heart Failure
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-COPD-HRRP,1.0399,19.7813,19.0231,200.0,42.0,2020-07-01,2023-06-30,,Elevated,COPD
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,1,,CABG
BEAUMONT HOSPITAL - GROSSE POINTE,230089,MI,READM-30-AMI-HRRP,1.0802,15.2264,14.0957,61.0,13.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-PN-HRRP,1.033,16.5633,16.0339,518.0,88.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-HIP-KNEE-HRRP,1.0011,7.9401,7.9312,,,2020-07-01,2023-06-30,,Elevated,Hip/Knee Replacement
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-HF-HRRP,1.0108,20.0064,19.7931,636.0,128.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-COPD-HRRP,0.9983,18.2255,18.2566,242.0,44.0,2020-07-01,2023-06-30,,Elevated,COPD
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-CABG-HRRP,1.0147,11.2009,11.0386,,,2020-07-01,2023-06-30,,Elevated,CABG
HENRY FORD ALLEGIANCE HEALTH,230092,MI,READM-30-AMI-HRRP,0.8697,12.1169,13.9326,360.0,37.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-PN-HRRP,0.9638,14.5691,15.1166,106.0,13.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-HF-HRRP,0.9967,18.4914,18.5529,104.0,19.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-COPD-HRRP,1.0517,19.2356,18.2902,67.0,16.0,2020-07-01,2023-06-30,,High,COPD
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COREWELL HEALTH BIG RAPIDS HOSPITAL,230093,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-PN-HRRP,1.0452,16.342,15.636,104.0,20.0,2020-07-01,2023-06-30,,High,Pneumonia
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-HF-HRRP,0.9633,18.3857,19.0854,74.0,11.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-COPD-HRRP,1.011,16.1237,15.9486,,,2020-07-01,2023-06-30,,Elevated,COPD
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MYMICHIGAN MEDICAL CENTER WEST BRANCH,230095,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
MUNSON MEDICAL CENTER,230097,MI,READM-30-PN-HRRP,1.0183,15.8905,15.6054,263.0,43.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MUNSON MEDICAL CENTER,230097,MI,READM-30-HIP-KNEE-HRRP,1.0889,6.5343,6.0007,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MUNSON MEDICAL CENTER,230097,MI,READM-30-HF-HRRP,0.9086,17.8135,19.6064,784.0,133.0,2020-07-01,2023-06-30,,Low,Heart Failure
MUNSON MEDICAL CENTER,230097,MI,READM-30-COPD-HRRP,0.9607,17.3696,18.0801,158.0,25.0,2020-07-01,2023-06-30,,Moderate,COPD
MUNSON MEDICAL CENTER,230097,MI,READM-30-CABG-HRRP,0.9199,9.7934,10.646,181.0,15.0,2020-07-01,2023-06-30,,Low,CABG
MUNSON MEDICAL CENTER,230097,MI,READM-30-AMI-HRRP,0.8508,11.1354,13.088,517.0,50.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-PN-HRRP,1.1206,18.0651,16.1211,195.0,43.0,2020-07-01,2023-06-30,,High,Pneumonia
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-HF-HRRP,1.0775,22.0728,20.4851,175.0,44.0,2020-07-01,2023-06-30,,High,Heart Failure
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-COPD-HRRP,1.0684,21.2082,19.8511,112.0,28.0,2020-07-01,2023-06-30,,High,COPD
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PROMEDICA MONROE REGIONAL HOSPITAL,230099,MI,READM-30-AMI-HRRP,1.0051,14.1664,14.0952,83.0,12.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-PN-HRRP,1.0455,15.3524,14.6841,98.0,18.0,2020-07-01,2023-06-30,,High,Pneumonia
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-HF-HRRP,1.0005,17.855,17.8453,67.0,12.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-COPD-HRRP,0.9426,14.8939,15.8002,,,2020-07-01,2023-06-30,,Low,COPD
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
TAWAS ST JOSEPH HOSPITAL,230100,MI,READM-30-AMI-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Acute Myocardial Infarction
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-PN-HRRP,1.0736,22.6571,21.1035,74.0,22.0,2020-07-01,2023-06-30,,High,Pneumonia
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-HIP-KNEE-HRRP,0.9524,6.2966,6.611,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-HF-HRRP,1.0474,23.6477,22.5783,252.0,63.0,2020-07-01,2023-06-30,,High,Heart Failure
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-COPD-HRRP,0.9843,21.2501,21.5889,80.0,16.0,2020-07-01,2023-06-30,,Moderate,COPD
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-CABG-HRRP,1.0507,13.9818,13.3074,,,2020-07-01,2023-06-30,,High,CABG
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-AMI-HRRP,1.0421,18.3311,17.5913,125.0,25.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-PN-HRRP,0.8489,15.0133,17.6866,227.0,23.0,2020-07-01,2023-06-30,,Low,Pneumonia
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-HIP-KNEE-HRRP,1.1469,5.5974,4.8803,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-HF-HRRP,0.9724,19.8417,20.4044,393.0,76.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-COPD-HRRP,0.9196,17.0418,18.5319,118.0,15.0,2020-07-01,2023-06-30,,Low,COPD
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-CABG-HRRP,0.9585,10.9414,11.4157,,,2020-07-01,2023-06-30,,Moderate,CABG
MCLAREN NORTHERN MICHIGAN,230105,MI,READM-30-AMI-HRRP,0.98,13.3607,13.6331,344.0,45.0,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-PN-HRRP,0.9361,13.8113,14.7547,,,2020-07-01,2023-06-30,,Low,Pneumonia
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-HF-HRRP,0.9808,19.2778,19.656,,,2020-07-01,2023-06-30,,Moderate,Heart Failure
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
UP HEALTH SYSTEM PORTAGE,230108,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-PN-HRRP,0.9489,15.8344,16.6866,136.0,18.0,2020-07-01,2023-06-30,,Low,Pneumonia
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-HF-HRRP,1.0122,20.4988,20.2512,108.0,23.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-COPD-HRRP,1.0102,19.6318,19.4342,63.0,13.0,2020-07-01,2023-06-30,,Elevated,COPD
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COREWELL HEALTH LUDINGTON HOSPITAL,230110,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
BORGESS MEDICAL CENTER,230117,MI,READM-30-PN-HRRP,0.96,16.4076,17.0919,279.0,43.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
BORGESS MEDICAL CENTER,230117,MI,READM-30-HIP-KNEE-HRRP,0.928,4.9778,5.3641,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
BORGESS MEDICAL CENTER,230117,MI,READM-30-HF-HRRP,0.7986,16.5293,20.6982,445.0,58.0,2020-07-01,2023-06-30,,Low,Heart Failure
BORGESS MEDICAL CENTER,230117,MI,READM-30-COPD-HRRP,0.9277,19.0386,20.5232,,,2020-07-01,2023-06-30,,Low,COPD
BORGESS MEDICAL CENTER,230117,MI,READM-30-CABG-HRRP,0.9913,11.0705,11.1678,111.0,12.0,2020-07-01,2023-06-30,,Moderate,CABG
BORGESS MEDICAL CENTER,230117,MI,READM-30-AMI-HRRP,0.8831,12.8389,14.5377,381.0,43.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
MEMORIAL HEALTHCARE,230121,MI,READM-30-PN-HRRP,1.0016,16.8653,16.8376,195.0,33.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MEMORIAL HEALTHCARE,230121,MI,READM-30-HIP-KNEE-HRRP,0.9462,4.2038,4.4427,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
MEMORIAL HEALTHCARE,230121,MI,READM-30-HF-HRRP,0.9583,17.5283,18.2906,148.0,23.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
MEMORIAL HEALTHCARE,230121,MI,READM-30-COPD-HRRP,0.9696,15.3786,15.8609,,,2020-07-01,2023-06-30,,Moderate,COPD
MEMORIAL HEALTHCARE,230121,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MEMORIAL HEALTHCARE,230121,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-PN-HRRP,1.0387,18.1415,17.4656,862.0,159.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-HIP-KNEE-HRRP,1.1699,7.8241,6.6881,216.0,19.0,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-HF-HRRP,1.0172,21.2771,20.9166,1611.0,344.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-COPD-HRRP,0.9065,18.6377,20.561,355.0,60.0,2020-07-01,2023-06-30,,Low,COPD
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-CABG-HRRP,1.0677,11.7587,11.0135,160.0,21.0,2020-07-01,2023-06-30,,High,CABG
BEAUMONT HOSPITAL ROYAL OAK,230130,MI,READM-30-AMI-HRRP,1.1395,18.3988,16.147,399.0,80.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
HURLEY MEDICAL CENTER,230132,MI,READM-30-PN-HRRP,1.0042,16.315,16.2474,127.0,21.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
HURLEY MEDICAL CENTER,230132,MI,READM-30-HIP-KNEE-HRRP,0.8838,3.6696,4.1523,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
HURLEY MEDICAL CENTER,230132,MI,READM-30-HF-HRRP,1.0627,20.8404,19.6106,219.0,50.0,2020-07-01,2023-06-30,,High,Heart Failure
HURLEY MEDICAL CENTER,230132,MI,READM-30-COPD-HRRP,0.9764,17.3015,17.7205,101.0,16.0,2020-07-01,2023-06-30,,Moderate,COPD
HURLEY MEDICAL CENTER,230132,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
HURLEY MEDICAL CENTER,230132,MI,READM-30-AMI-HRRP,1.0128,14.5226,14.3397,,,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-PN-HRRP,1.0286,15.5419,15.1095,123.0,21.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-HF-HRRP,1.0225,18.0967,17.6992,80.0,16.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-COPD-HRRP,0.9646,16.2168,16.8111,,,2020-07-01,2023-06-30,,Moderate,COPD
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,230133,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
MCLAREN FLINT,230141,MI,READM-30-PN-HRRP,1.0647,17.4882,16.4254,330.0,62.0,2020-07-01,2023-06-30,,High,Pneumonia
MCLAREN FLINT,230141,MI,READM-30-HIP-KNEE-HRRP,1.2962,6.078,4.6889,159.0,13.0,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MCLAREN FLINT,230141,MI,READM-30-HF-HRRP,0.9906,19.5639,19.7495,627.0,122.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
MCLAREN FLINT,230141,MI,READM-30-COPD-HRRP,1.0327,18.8336,18.2368,154.0,31.0,2020-07-01,2023-06-30,,Elevated,COPD
MCLAREN FLINT,230141,MI,READM-30-CABG-HRRP,1.0739,12.6222,11.7539,92.0,14.0,2020-07-01,2023-06-30,,High,CABG
MCLAREN FLINT,230141,MI,READM-30-AMI-HRRP,1.1146,17.0018,15.2535,298.0,56.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-PN-HRRP,1.0372,18.7613,18.0887,141.0,29.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-HIP-KNEE-HRRP,1.125,5.5365,4.9211,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-HF-HRRP,1.0322,21.0109,20.3545,151.0,34.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-COPD-HRRP,0.9876,19.2389,19.4804,82.0,15.0,2020-07-01,2023-06-30,,Moderate,COPD
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-CABG-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,CABG
COREWELL HEALTH WAYNE HOSPITAL,230142,MI,READM-30-AMI-HRRP,1.1599,16.4662,14.1958,53.0,16.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,5,,Pneumonia
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,5,,Heart Failure
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,5,,COPD
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
FOREST HEALTH MEDICAL CENTER,230144,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-PN-HRRP,1.1073,18.8539,17.0271,355.0,74.0,2020-07-01,2023-06-30,,High,Pneumonia
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-HF-HRRP,1.0367,21.7779,21.0073,585.0,130.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-COPD-HRRP,1.1006,22.1635,20.1372,261.0,64.0,2020-07-01,2023-06-30,,High,COPD
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
HENRY FORD HEALTH WYANDOTTE HOSPITAL,230146,MI,READM-30-AMI-HRRP,0.9794,14.7521,15.0623,217.0,31.0,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-PN-HRRP,1.0733,19.8804,18.5235,347.0,74.0,2020-07-01,2023-06-30,,High,Pneumonia
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-HIP-KNEE-HRRP,1.1485,6.5967,5.7439,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-HF-HRRP,1.0334,21.9169,21.2079,450.0,101.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-COPD-HRRP,1.0882,21.9288,20.151,199.0,49.0,2020-07-01,2023-06-30,,High,COPD
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
BEAUMONT HOSPITAL - FARMINGTON HILLS,230151,MI,READM-30-AMI-HRRP,1.0192,16.7123,16.3972,114.0,20.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-PN-HRRP,1.0653,17.5765,16.4999,732.0,133.0,2020-07-01,2023-06-30,,High,Pneumonia
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-HIP-KNEE-HRRP,0.8392,4.1134,4.9018,638.0,24.0,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-HF-HRRP,0.9677,19.2789,19.9221,1122.0,214.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-COPD-HRRP,0.9511,19.9294,20.9531,297.0,56.0,2020-07-01,2023-06-30,,Low,COPD
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-CABG-HRRP,0.9191,9.9138,10.7866,169.0,14.0,2020-07-01,2023-06-30,,Low,CABG
TRINITY HEALTH ANN ARBOR HOSPITAL,230156,MI,READM-30-AMI-HRRP,1.0288,14.0991,13.7039,501.0,72.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-PN-HRRP,1.0429,20.2786,19.4446,286.0,61.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-HIP-KNEE-HRRP,0.9434,6.0061,6.3666,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-HF-HRRP,1.063,23.2019,21.8264,666.0,159.0,2020-07-01,2023-06-30,,High,Heart Failure
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-COPD-HRRP,1.0471,23.0546,22.0181,182.0,45.0,2020-07-01,2023-06-30,,High,COPD
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-CABG-HRRP,0.9598,11.7987,12.2933,,,2020-07-01,2023-06-30,,Moderate,CABG
ASCENSION ST JOHN HOSPITAL,230165,MI,READM-30-AMI-HRRP,1.0103,18.984,18.7897,150.0,29.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
MCLAREN GREATER LANSING,230167,MI,READM-30-PN-HRRP,1.0112,16.6261,16.4413,230.0,39.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MCLAREN GREATER LANSING,230167,MI,READM-30-HIP-KNEE-HRRP,1.0546,6.5821,6.2416,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MCLAREN GREATER LANSING,230167,MI,READM-30-HF-HRRP,1.1025,21.7133,19.6951,258.0,63.0,2020-07-01,2023-06-30,,High,Heart Failure
MCLAREN GREATER LANSING,230167,MI,READM-30-COPD-HRRP,0.9346,18.4918,19.7858,93.0,13.0,2020-07-01,2023-06-30,,Low,COPD
MCLAREN GREATER LANSING,230167,MI,READM-30-CABG-HRRP,1.0848,12.4768,11.5014,,,2020-07-01,2023-06-30,,High,CABG
MCLAREN GREATER LANSING,230167,MI,READM-30-AMI-HRRP,0.9017,11.6978,12.9729,,,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-HIP-KNEE-HRRP,1.079,4.1786,3.8727,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
TRINITY HEALTH GRAND HAVEN HOSPITAL,230174,MI,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-PN-HRRP,1.144,20.2947,17.7399,318.0,74.0,2020-07-01,2023-06-30,,High,Pneumonia
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-HIP-KNEE-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Hip/Knee Replacement
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-HF-HRRP,1.082,22.1463,20.4676,444.0,104.0,2020-07-01,2023-06-30,,High,Heart Failure
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-COPD-HRRP,1.0364,19.8016,19.1062,216.0,45.0,2020-07-01,2023-06-30,,Elevated,COPD
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COREWELL HEALTH TRENTON HOSPITAL,230176,MI,READM-30-AMI-HRRP,1.0882,16.1198,14.8139,117.0,23.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
MYMICHIGAN MEDICAL CENTER CLARE,230180,MI,READM-30-PN-HRRP,1.0135,15.0093,14.8088,74.0,12.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MYMICHIGAN MEDICAL CENTER CLARE,230180,MI,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
