facility_name,facility_id,state,condition,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,readmit_rate_calc,delta_pred_exp,ratio_pred_exp,risk_band,high_risk,low_risk,volume_band,score_z_condition,score_z_state,start_date,end_date,period_days,period_years,footnote
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,Heart Failure,READM-30-HF-HRRP,19.2619,19.2619,19.408,91.0,17.0,0.18681318681318682,-0.14610000000000056,0.992472176422094,High,1,0,Low Volume,-0.1034055229568879,0.8445080498616169,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,COPD,READM-30-COPD-HRRP,21.4237,21.4237,20.5245,,,,0.8992000000000004,1.0438110550805135,High,1,0,,1.4648944897809195,1.2726619997391755,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
NORTHEAST REGIONAL MEDICAL CENTER,260022,MO,Acute MI,READM-30-AMI-HRRP,17.2775,17.2775,16.4301,,,,0.8474000000000004,1.0515760707482,Elevated,1,0,,1.8445006491385714,0.4514889462733905,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL JEFFERSON,260023,MO,Pneumonia,READM-30-PN-HRRP,16.0918,16.0918,17.8271,317.0,44.0,0.138801261829653,-1.7353000000000023,0.902659434232152,Elevated,1,0,High Volume,0.061287226992570075,0.2166558727375307,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL JEFFERSON,260023,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.8492,5.8492,5.4306,,,,0.41859999999999964,1.0770817220933229,Low,1,0,,0.6859136475831827,-1.8119358781255848,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL JEFFERSON,260023,MO,Heart Failure,READM-30-HF-HRRP,21.9473,21.9473,20.4086,336.0,79.0,0.23511904761904762,1.5386999999999986,1.0753946865537076,High,1,0,High Volume,1.267901192538823,1.3763632709742062,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL JEFFERSON,260023,MO,COPD,READM-30-COPD-HRRP,18.2287,18.2287,18.5725,138.0,24.0,0.17391304347826086,-0.34380000000000166,0.9814887602638308,Elevated,1,0,Low Volume,-0.03599699382505125,0.6398782686545238,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL JEFFERSON,260023,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MERCY HOSPITAL JEFFERSON,260023,MO,Acute MI,READM-30-AMI-HRRP,15.0789,15.0789,14.1646,139.0,24.0,0.17266187050359713,0.9143000000000008,1.0645482399785382,Moderate,1,0,Medium Volume,0.7548990579946675,0.016046595361742667,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,Pneumonia,READM-30-PN-HRRP,13.0075,13.0075,13.4598,117.0,13.0,0.1111111111111111,-0.45229999999999926,0.9663962317419279,Moderate,1,0,Low Volume,-1.5354806057804378,-0.3942032389320752,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,Heart Failure,READM-30-HF-HRRP,16.5515,16.5515,15.7758,47.0,11.0,0.23404255319148937,0.7757000000000005,1.0491702481015226,Elevated,1,0,Low Volume,-1.487478555532883,0.30770146935086884,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,COPD,READM-30-COPD-HRRP,14.581,14.581,14.2603,,,,0.32069999999999865,1.0224890079451343,Moderate,1,0,,-1.7495500031363187,-0.08256467841198158,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
TEXAS COUNTY MEMORIAL HOSPITAL,260024,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
HANNIBAL REGIONAL HOSPITAL,260025,MO,Pneumonia,READM-30-PN-HRRP,17.8138,17.8138,16.8341,388.0,73.0,0.18814432989690721,0.9797000000000011,1.05819734942765,Elevated,1,0,High Volume,0.9527809883112235,0.557705508082686,2020-07-01,2023-06-30,1094,2.9952087611225187,
HANNIBAL REGIONAL HOSPITAL,260025,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,8.3004,8.3004,7.8903,,,,0.4100999999999999,1.0519752100680582,Low,1,0,,2.77086377978141,-1.3264649918549436,2020-07-01,2023-06-30,1094,2.9952087611225187,
HANNIBAL REGIONAL HOSPITAL,260025,MO,Heart Failure,READM-30-HF-HRRP,22.942,22.942,19.4872,276.0,75.0,0.2717391304347826,3.4547999999999988,1.17728560285726,High,1,0,Medium Volume,1.7758474165291362,1.5733679587081355,2020-07-01,2023-06-30,1094,2.9952087611225187,
HANNIBAL REGIONAL HOSPITAL,260025,MO,COPD,READM-30-COPD-HRRP,20.258,20.258,17.9195,229.0,54.0,0.23580786026200873,2.3385,1.1305002929769246,High,1,0,Medium Volume,0.9172922354962617,1.0417900137218425,2020-07-01,2023-06-30,1094,2.9952087611225187,
HANNIBAL REGIONAL HOSPITAL,260025,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
HANNIBAL REGIONAL HOSPITAL,260025,MO,Acute MI,READM-30-AMI-HRRP,11.656,11.656,12.8147,,,,-1.1586999999999996,0.9095804037550625,Low,1,0,,-0.9414519318745542,-0.6618737279965217,2020-07-01,2023-06-30,1094,2.9952087611225187,
RESEARCH MEDICAL CENTER,260027,MO,Pneumonia,READM-30-PN-HRRP,17.9495,17.9495,17.1337,166.0,33.0,0.19879518072289157,0.8157999999999994,1.04761376702055,Elevated,1,0,Medium Volume,1.0230340100365087,0.5845814868958901,2020-07-01,2023-06-30,1094,2.9952087611225187,
RESEARCH MEDICAL CENTER,260027,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
RESEARCH MEDICAL CENTER,260027,MO,Heart Failure,READM-30-HF-HRRP,21.0863,21.0863,20.8884,177.0,38.0,0.21468926553672316,0.19790000000000063,1.0094741579058233,High,1,0,Medium Volume,0.8282292322938672,1.205838453301629,2020-07-01,2023-06-30,1094,2.9952087611225187,
RESEARCH MEDICAL CENTER,260027,MO,COPD,READM-30-COPD-HRRP,19.6517,19.6517,19.4056,57.0,12.0,0.21052631578947367,0.24610000000000198,1.012681906253865,High,1,0,Low Volume,0.632475175555637,0.9217096455977039,2020-07-01,2023-06-30,1094,2.9952087611225187,
RESEARCH MEDICAL CENTER,260027,MO,CABG,READM-30-CABG-HRRP,12.6739,12.6739,12.3291,,,,0.34479999999999933,1.0279663560194985,Moderate,1,0,,1.3497834524241206,-0.4602741787411018,2020-07-01,2023-06-30,1094,2.9952087611225187,
RESEARCH MEDICAL CENTER,260027,MO,Acute MI,READM-30-AMI-HRRP,16.5027,16.5027,14.7684,106.0,23.0,0.2169811320754717,1.734300000000001,1.1174331681157066,Elevated,1,0,Low Volume,1.460518427352755,0.29803641580566353,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,Pneumonia,READM-30-PN-HRRP,20.2084,20.2084,19.3372,410.0,86.0,0.2097560975609756,0.8712000000000018,1.0450530583538467,High,1,0,High Volume,2.1924853790508556,1.0319665166758965,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.869,6.869,7.107,,,,-0.23800000000000043,0.9665118896862248,Low,1,0,,1.5533386413885646,-1.6099600255559048,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,Heart Failure,READM-30-HF-HRRP,24.6214,24.6214,21.818,772.0,199.0,0.25777202072538863,2.8034,1.1284902374186452,High,1,0,High Volume,2.6334375327142485,1.9059804776388287,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,COPD,READM-30-COPD-HRRP,22.2739,22.2739,22.3086,198.0,44.0,0.2222222222222222,-0.03469999999999729,0.9984445460495057,High,1,0,Medium Volume,1.864286646075692,1.4410478301517489,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,CABG,READM-30-CABG-HRRP,12.4841,12.4841,12.6151,123.0,15.0,0.12195121951219512,-0.13100000000000023,0.9896156193767786,Low,1,0,Low Volume,1.2212340426980923,-0.4978648992919209,2020-07-01,2023-06-30,1094,2.9952087611225187,
BARNES JEWISH HOSPITAL,260032,MO,Acute MI,READM-30-AMI-HRRP,17.9092,17.9092,15.9867,242.0,49.0,0.2024793388429752,1.9224999999999977,1.120256212977037,Elevated,1,0,Medium Volume,2.1575641100344156,0.5765998955460583,2020-07-01,2023-06-30,1094,2.9952087611225187,
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,Pneumonia,READM-30-PN-HRRP,15.17,15.17,15.09,,,,0.08000000000000007,1.0053015241882042,Moderate,1,0,,-0.4159363207330591,0.034089349008631926,2020-07-01,2023-06-30,1094,2.9952087611225187,
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,Heart Failure,READM-30-HF-HRRP,18.0184,18.0184,18.5082,,,,-0.4897999999999989,0.9735360542894501,Elevated,1,0,,-0.7384021345301802,0.5982274333972147,2020-07-01,2023-06-30,1094,2.9952087611225187,
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
COX MEDICAL CENTERS,260040,MO,Pneumonia,READM-30-PN-HRRP,14.4005,14.4005,15.6604,511.0,68.0,0.13307240704500978,-1.2599,0.9195486705320426,Moderate,1,0,High Volume,-0.8143128882909592,-0.11831349326668576,2020-07-01,2023-06-30,1094,2.9952087611225187,
COX MEDICAL CENTERS,260040,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,7.5639,7.5639,7.1887,,,,0.3752000000000004,1.0521930251644944,Low,1,0,,2.1444090749984492,-1.472332039724692,2020-07-01,2023-06-30,1094,2.9952087611225187,
COX MEDICAL CENTERS,260040,MO,Heart Failure,READM-30-HF-HRRP,20.0949,20.0949,19.4662,591.0,121.0,0.20473773265651438,0.6286999999999985,1.0322970071200337,High,1,0,High Volume,0.32196816215815116,1.0094873450082567,2020-07-01,2023-06-30,1094,2.9952087611225187,
COX MEDICAL CENTERS,260040,MO,COPD,READM-30-COPD-HRRP,18.0561,18.0561,19.7045,213.0,33.0,0.15492957746478872,-1.6483999999999988,0.9163439823390597,Elevated,1,0,Medium Volume,-0.11707801732126075,0.6056940833696378,2020-07-01,2023-06-30,1094,2.9952087611225187,
COX MEDICAL CENTERS,260040,MO,CABG,READM-30-CABG-HRRP,9.2049,9.2049,9.9468,212.0,17.0,0.08018867924528301,-0.7418999999999993,0.9254131982145012,Low,1,0,Medium Volume,-0.9997313122734154,-1.1473248088295702,2020-07-01,2023-06-30,1094,2.9952087611225187,
COX MEDICAL CENTERS,260040,MO,Acute MI,READM-30-AMI-HRRP,12.7337,12.7337,12.0877,287.0,39.0,0.13588850174216027,0.6460000000000008,1.053442755859262,Moderate,1,0,High Volume,-0.4073558549275034,-0.44843052706070663,2020-07-01,2023-06-30,1094,2.9952087611225187,
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,Pneumonia,READM-30-PN-HRRP,16.652,16.652,17.0242,,,,-0.3721999999999994,0.9781370049693966,Elevated,1,0,,0.3513074390080816,0.32760593413146594,2020-07-01,2023-06-30,1094,2.9952087611225187,
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,Heart Failure,READM-30-HF-HRRP,19.4307,19.4307,20.7792,,,,-1.3484999999999978,0.9351033726033727,High,1,0,,-0.01720735003081451,0.877939628517983,2020-07-01,2023-06-30,1094,2.9952087611225187,
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,Pneumonia,READM-30-PN-HRRP,14.7847,14.7847,15.9606,,,,-1.1758999999999986,0.9263248248812702,Moderate,1,0,,-0.615409344098957,-0.042221002035786145,2020-07-01,2023-06-30,1094,2.9952087611225187,
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,Heart Failure,READM-30-HF-HRRP,18.0295,18.0295,19.3508,,,,-1.3213000000000008,0.931718585278128,Elevated,1,0,,-0.732733889746535,0.6004258369699969,2020-07-01,2023-06-30,1094,2.9952087611225187,
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MOSAIC MEDICAL CENTER - MARYVILLE,260050,MO,Acute MI,READM-30-AMI-HRRP,,,,0.0,,,,,,0,0,Low Volume,,,2020-07-01,2023-06-30,1094,2.9952087611225187,7
MERCY HOSPITAL WASHINGTON,260052,MO,Pneumonia,READM-30-PN-HRRP,16.0108,16.0108,16.1988,236.0,37.0,0.15677966101694915,-0.18799999999999883,0.9883942020396573,Moderate,1,0,Medium Volume,0.019352851460159828,0.20061346828749735,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL WASHINGTON,260052,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.306,5.306,4.5598,,,,0.7462,1.1636475284003684,Low,1,0,,0.2238767220731973,-1.919519015128772,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL WASHINGTON,260052,MO,Heart Failure,READM-30-HF-HRRP,18.9486,18.9486,18.6467,258.0,50.0,0.1937984496124031,0.30189999999999984,1.0161905323730205,High,1,0,Medium Volume,-0.2633930086069992,0.7824576138838947,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL WASHINGTON,260052,MO,COPD,READM-30-COPD-HRRP,18.7948,18.7948,19.3937,,,,-0.5989000000000004,0.9691188375606511,High,1,0,,0.22993560988992154,0.7519968508664238,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL WASHINGTON,260052,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MERCY HOSPITAL WASHINGTON,260052,MO,Acute MI,READM-30-AMI-HRRP,10.5515,10.5515,11.6345,,,,-1.0829999999999984,0.9069147793201257,Low,1,0,,-1.4888297893376863,-0.8806247862071627,2020-07-01,2023-06-30,1094,2.9952087611225187,
CAMERON REGIONAL MEDICAL CENTER,260057,MO,Pneumonia,READM-30-PN-HRRP,15.5719,15.5719,15.0657,140.0,24.0,0.17142857142857143,0.5061999999999998,1.0335995008529308,Moderate,1,0,Medium Volume,-0.20786933892471643,0.1136874026934273,2020-07-01,2023-06-30,1094,2.9952087611225187,
CAMERON REGIONAL MEDICAL CENTER,260057,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,3.855,3.855,4.5029,,,,-0.6479000000000004,0.856114948144529,Low,1,0,,-1.0103198517761938,-2.2068959145978893,2020-07-01,2023-06-30,1094,2.9952087611225187,
CAMERON REGIONAL MEDICAL CENTER,260057,MO,Heart Failure,READM-30-HF-HRRP,19.5959,19.5959,21.552,,,,-1.9560999999999993,0.9092381217520416,High,1,0,,0.06715247323569692,0.9106582114210139,2020-07-01,2023-06-30,1094,2.9952087611225187,
CAMERON REGIONAL MEDICAL CENTER,260057,MO,COPD,READM-30-COPD-HRRP,17.3422,17.3422,17.4466,,,,-0.10440000000000182,0.9940160260451892,Elevated,1,0,,-0.4524415322340326,0.46430306439582425,2020-07-01,2023-06-30,1094,2.9952087611225187,
CAMERON REGIONAL MEDICAL CENTER,260057,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
CAMERON REGIONAL MEDICAL CENTER,260057,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MERCY HOSPITAL LEBANON,260059,MO,Pneumonia,READM-30-PN-HRRP,13.5333,13.5333,14.3778,,,,-0.8445,0.9412636147393899,Moderate,1,0,,-1.263269560657704,-0.2900662480700063,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL LEBANON,260059,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MERCY HOSPITAL LEBANON,260059,MO,Heart Failure,READM-30-HF-HRRP,16.8388,16.8388,17.7068,,,,-0.8680000000000021,0.9509792847945421,Elevated,1,0,,-1.3407680396462682,0.3646024915545056,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL LEBANON,260059,MO,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MERCY HOSPITAL LEBANON,260059,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MERCY HOSPITAL LEBANON,260059,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
NEVADA REGIONAL MEDICAL CENTER,260061,MO,Pneumonia,READM-30-PN-HRRP,14.9248,14.9248,14.429,,,,0.49579999999999913,1.034361355603299,Moderate,1,0,,-0.5428784056780848,-0.014473583968506398,2020-07-01,2023-06-30,1094,2.9952087611225187,
NEVADA REGIONAL MEDICAL CENTER,260061,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
NEVADA REGIONAL MEDICAL CENTER,260061,MO,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
NEVADA REGIONAL MEDICAL CENTER,260061,MO,COPD,READM-30-COPD-HRRP,14.888,14.888,15.4853,,,,-0.5973000000000006,0.9614279348801766,Moderate,1,0,,-1.6053328871841956,-0.021761985002595557,2020-07-01,2023-06-30,1094,2.9952087611225187,
NEVADA REGIONAL MEDICAL CENTER,260061,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
NEVADA REGIONAL MEDICAL CENTER,260061,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SAINT LUKES NORTH HOSPITAL,260062,MO,Pneumonia,READM-30-PN-HRRP,14.0104,14.0104,14.6479,228.0,29.0,0.12719298245614036,-0.6374999999999993,0.9564784030475358,Moderate,1,0,Medium Volume,-1.016270911688407,-0.19557450531555015,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT LUKES NORTH HOSPITAL,260062,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.8843,4.8843,5.1046,,,,-0.22029999999999994,0.9568428476276299,Low,1,0,,-0.13481431527503754,-2.003038545456909,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT LUKES NORTH HOSPITAL,260062,MO,Heart Failure,READM-30-HF-HRRP,17.9431,17.9431,18.9895,295.0,49.0,0.16610169491525423,-1.0463999999999984,0.9448958635035152,Elevated,1,0,High Volume,-0.7768542815759928,0.5833139388899617,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT LUKES NORTH HOSPITAL,260062,MO,COPD,READM-30-COPD-HRRP,18.1615,18.1615,17.6791,79.0,16.0,0.20253164556962025,0.48240000000000194,1.027286456889774,Elevated,1,0,Low Volume,-0.06756504005300767,0.6265690145922739,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT LUKES NORTH HOSPITAL,260062,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
SAINT LUKES NORTH HOSPITAL,260062,MO,Acute MI,READM-30-AMI-HRRP,11.9559,11.9559,12.4017,115.0,12.0,0.10434782608695652,-0.4458000000000002,0.9640533152712935,Low,1,0,Low Volume,-0.7928248431890016,-0.6024772206562129,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,Pneumonia,READM-30-PN-HRRP,15.9956,15.9956,15.6962,636.0,103.0,0.1619496855345912,0.29940000000000033,1.0190746804959163,Moderate,1,0,High Volume,0.01148368469358398,0.197603041773417,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.579,5.579,5.4396,263.0,15.0,0.057034220532319393,0.1393999999999993,1.02562688432973,Low,1,0,Medium Volume,0.4560860016465146,-1.8654501705008817,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,Heart Failure,READM-30-HF-HRRP,18.0323,18.0323,19.4354,772.0,134.0,0.17357512953367876,-1.403100000000002,0.9278069913662697,Elevated,1,0,High Volume,-0.7313040622335429,0.6009803892225908,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,COPD,READM-30-COPD-HRRP,21.5753,21.5753,19.6617,172.0,43.0,0.25,1.9135999999999989,1.0973262739234144,High,1,0,Medium Volume,1.5361104988308922,1.3026870431296083,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,CABG,READM-30-CABG-HRRP,11.8881,11.8881,11.2867,162.0,21.0,0.12962962962962962,0.6013999999999999,1.053283953679995,Low,1,0,Medium Volume,0.8175699320726291,-0.6159053073440187,2020-07-01,2023-06-30,1094,2.9952087611225187,
MERCY HOSPITAL SPRINGFIELD,260065,MO,Acute MI,READM-30-AMI-HRRP,13.3499,13.3499,12.8341,338.0,47.0,0.1390532544378698,0.5158000000000005,1.0401898068427082,Moderate,1,0,High Volume,-0.10197402082267626,-0.32638942061489695,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,Pneumonia,READM-30-PN-HRRP,14.4217,14.4217,16.0426,486.0,63.0,0.12962962962962962,-1.6209000000000007,0.8989627616471145,Moderate,1,0,High Volume,-0.8033374714849454,-0.11411474049704731,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.3704,5.3704,4.9996,318.0,18.0,0.05660377358490566,0.3708,1.074165933274662,Low,1,0,High Volume,0.27865429571613376,-1.9067643133191157,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,Heart Failure,READM-30-HF-HRRP,17.6418,17.6418,19.5417,607.0,100.0,0.16474464579901152,-1.8998999999999988,0.9027771381200204,Elevated,1,0,High Volume,-0.9307139350275679,0.5236401554233556,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,COPD,READM-30-COPD-HRRP,16.171,16.171,17.7812,110.0,12.0,0.10909090909090909,-1.610199999999999,0.9094436820911975,Elevated,1,0,Low Volume,-1.002627480778418,0.23234177931089675,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,CABG,READM-30-CABG-HRRP,10.6229,10.6229,10.711,172.0,18.0,0.10465116279069768,-0.08810000000000073,0.9917748109420221,Low,1,0,Medium Volume,-0.039335827597397836,-0.8664837037660224,2020-07-01,2023-06-30,1094,2.9952087611225187,
BOONE HOSPITAL CENTER,260068,MO,Acute MI,READM-30-AMI-HRRP,12.121,12.121,12.6548,322.0,37.0,0.11490683229813664,-0.5337999999999994,0.9578183772165503,Low,1,0,High Volume,-0.7110031281440369,-0.5697784431907743,2020-07-01,2023-06-30,1094,2.9952087611225187,
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,Pneumonia,READM-30-PN-HRRP,15.3382,15.3382,14.778,,,,0.5602,1.0379077006360806,Moderate,1,0,,-0.3288577779608187,0.0674020950394422,2020-07-01,2023-06-30,1094,2.9952087611225187,
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,COPD,READM-30-COPD-HRRP,15.1124,15.1124,15.1483,,,,-0.0359000000000016,0.9976300971066059,Moderate,1,0,,-1.4999181613872694,0.022681416955274675,2020-07-01,2023-06-30,1094,2.9952087611225187,
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
